Температура С,Эффективность %,Соленность г/л,Месторождение,соотношение
19.95481927710843, 67.11678234677842, 30, "Правдинское", "1:20"
0.2560240963855449, 60.13636066003143, 30, "Нагорн.(Турней)", "1:20"
5.1355421686747, 61.167659769512824, 30, "Нагорн.(Турней)", "1:20"
10.015060240963855, 62.28048061812467, 30, "Нагорн.(Турней)", "1:20"
14.93975903614458, 63.71987951807228, 30, "Нагорн.(Турней)", "1:20"
19.8644578313253, 65.4038436354112, 30, "Нагорн.(Турней)", "1:20"
1.4307228915662673, 53.70891173389209, 30, "Нагорн.(Башкир)", "1:20"
10.06024096385542, 58.0418412781561, 30, "Нагорн.(Башкир)", "1:20"
15.120481927710845, 59.6457569408067, 30, "Нагорн.(Башкир)", "1:20"
19.95481927710843, 62.47004321634363, 30, "Нагорн.(Башкир)", "1:20"
24.879518072289155, 64.31705081194342, 30, "Нагорн.(Башкир)", "1:20"
0.7220258002866715, 63.24519827998089, 25, "Хохряковское", "1:10"
10.015862398471093, 65.15441949354994, 25, "Хохряковское", "1:10"
15.08246536072623, 66.66717630195892, 25, "Хохряковское", "1:10"
20.05504061156235, 67.8089823220258, 25, "Хохряковское", "1:10"
25.072909698996657, 68.58069756330627, 25, "Хохряковское", "1:10"
6.068418537983755, 65.13005255613952, 25, "Усинское", "1:10"
10.025035833731485, 68.11743908265647, 25, "Усинское", "1:10"
15.05207835642618, 71.85217391304347, 25, "Усинское", "1:10"
20.031533683707597, 75.21624462494027, 25, "Усинское", "1:10"
25.05857620640229, 78.95097945532729, 25, "Усинское", "1:10"
3.178499761108457, 61.68628762541806, 25, "Правдинское", "1:10"
8.619206880076446, 64.03468705207837, 25, "Правдинское", "1:10"
15.084185379837555, 67.22274247491639, 25, "Правдинское", "1:10"
20.061347348303872, 69.84605828953656, 25, "Правдинское", "1:10"
25.086956521739133, 73.11782130912566, 25, "Правдинское", "1:10"
1.1738174868609668, 59.173913043478265, 25, "Нагорн.(Турней)", "1:10"
10.051122790253224, 61.54352603917822, 25, "Нагорн.(Турней)", "1:10"
15.07013855709508, 62.685618729096994, 25, "Нагорн.(Турней)", "1:10"
20.091734352603915, 64.66106067845199, 25, "Нагорн.(Турней)", "1:10"
25.019589106545624, 66.35814620162446, 25, "Нагорн.(Турней)", "1:10"
4.87931199235547, 56.04863831820354, 25, "Нагорн.(Башкир)", "1:10"
10.04108934543717, 58.30272336359293, 25, "Нагорн.(Башкир)", "1:10"
14.87720974677496, 60.36961299569996, 25, "Нагорн.(Башкир)", "1:10"
20.085427615862397, 62.62398471094124, 25, "Нагорн.(Башкир)", "1:10"
25.01385570950788, 64.50625895843288, 25, "Нагорн.(Башкир)", "1:10"
2.138461538461538, 56.81528662420382, 25, "Хохряковское", "1:20"
9.984615384615385, 60.15923566878981, 25, "Хохряковское", "1:20"
15.015384615384617, 62.07006369426752, 25, "Хохряковское", "1:20"
20, 63.69426751592357, 25, "Хохряковское", "1:20"
24.984615384615388, 65.4140127388535, 25, "Хохряковское", "1:20"
0.661538461538461, 65.03184713375796, 25, "Усинское", "1:20"
5, 66.56050955414014, 25, "Усинское", "1:20"
9.984615384615385, 67.99363057324841, 25, "Усинское", "1:20"
15.061538461538463, 69.4267515923567, 25, "Усинское", "1:20"
20.04615384615385, 70.57324840764332, 25, "Усинское", "1:20"
0.661538461538461, 57.0063694267516, 25, "Правдинское", "1:20"
5.046153846153846, 60.15923566878981, 25, "Правдинское", "1:20"
10.076923076923078, 62.16560509554141, 25, "Правдинское", "1:20"
15.015384615384617, 62.92993630573248, 25, "Правдинское", "1:20"
19.907692307692308, 65.03184713375796, 25, "Правдинское", "1:20"
1.9076923076923071, 54.3312101910828, 25, "Нагорн.(Турней)", "1:20"
8.092307692307692, 56.242038216560516, 25, "Нагорн.(Турней)", "1:20"
15.061538461538463, 59.10828025477707, 25, "Нагорн.(Турней)", "1:20"
20.04615384615385, 61.592356687898096, 25, "Нагорн.(Турней)", "1:20"
25.030769230769238, 64.26751592356689, 25, "Нагорн.(Турней)", "1:20"
0.8461538461538458, 49.171974522293, 25, "Нагорн.(Башкир)", "1:20"
4.907692307692308, 51.7515923566879, 25, "Нагорн.(Башкир)", "1:20"
10.076923076923078, 54.140127388535035, 25, "Нагорн.(Башкир)", "1:20"
15.061538461538463, 56.242038216560516, 25, "Нагорн.(Башкир)", "1:20"
20, 57.77070063694268, 25, "Нагорн.(Башкир)", "1:20"
1.1492537313432818, 58.63269451558773, 20, "Хохряковское", "1:10"
5.044776119402984, 60.11851982690099, 20, "Хохряковское", "1:10"
10.104477611940299, 61.41994171156053, 20, "Хохряковское", "1:10"
15.029850746268659, 62.98843062792545, 20, "Хохряковское", "1:10"
20.08955223880597, 64.289852512585, 20, "Хохряковское", "1:10"
0.6119402985074611, 57.57078512761635, 20, "Усинское", "1:10"
5.089552238805968, 61.00582884394594, 20, "Усинское", "1:10"
10.059701492537313, 64.79298772410138, 20, "Усинское", "1:10"
15.029850746268659, 68.13635962200829, 20, "Усинское", "1:10"
20.04477611940299, 71.0356795902146, 20, "Усинское", "1:10"
10.91044776119403, 62.8352910006182, 20, "Правдинское", "1:10"
15.119402985074627, 64.94056345491477, 20, "Правдинское", "1:10"
20.08955223880597, 67.75139097412345, 20, "Правдинское", "1:10"
23.223880597014926, 69.86302216727015, 20, "Правдинское", "1:10"
24.970149253731343, 71.27280755983395, 20, "Правдинское", "1:10"
4.955223880597014, 57.27881303541463, 20, "Нагорн.(Турней)", "1:10"
10.014925373134329, 58.580234920074176, 20, "Нагорн.(Турней)", "1:10"
15.029850746268659, 59.26061997703788, 20, "Нагорн.(Турней)", "1:10"
20.04477611940299, 61.00609379139803, 20, "Нагорн.(Турней)", "1:10"
25.014925373134332, 62.75183255321027, 20, "Нагорн.(Турней)", "1:10"
1.0597014925373127, 52.42020665901262, 20, "Нагорн.(Башкир)", "1:10"
5.089552238805968, 53.10642055992227, 20, "Нагорн.(Башкир)", "1:10"
10.059701492537313, 54.67464452883511, 20, "Нагорн.(Башкир)", "1:10"
15.029850746268659, 56.06535370484853, 20, "Нагорн.(Башкир)", "1:10"
20.04477611940299, 58.165857105007504, 20, "Нагорн.(Башкир)", "1:10"
0.6818181818181834, 52.09424083769634, 20, "Хохряковское", "1:20"
5.045454545454547, 53.97905759162305, 20, "Хохряковское", "1:20"
9.999999999999998, 56.335078534031425, 20, "Хохряковское", "1:20"
14.999999999999998, 58.062827225130896, 20, "Хохряковское", "1:20"
20.04545454545454, 60.183246073298434, 20, "Хохряковское", "1:20"
4.954545454545455, 61.2041884816754, 20, "Усинское", "1:20"
10.09090909090909, 62.696335078534034, 20, "Усинское", "1:20"
15.045454545454541, 64.42408376963351, 20, "Усинское", "1:20"
19.954545454545453, 65.75916230366492, 20, "Усинское", "1:20"
24.954545454545453, 66.62303664921467, 20, "Усинское", "1:20"
0.8181818181818192, 53.82198952879582, 20, "Правдинское", "1:20"
5.045454545454547, 56.17801047120419, 20, "Правдинское", "1:20"
9.954545454545453, 58.062827225130896, 20, "Правдинское", "1:20"
14.954545454545451, 59.554973821989535, 20, "Правдинское", "1:20"
20.04545454545454, 60.02617801047121, 20, "Правдинское", "1:20"
24.999999999999993, 61.2041884816754, 20, "Правдинское", "1:20"
4.954545454545455, 52.17277486910996, 20, "Нагорн.(Турней)", "1:20"
10.136363636363635, 54.13612565445027, 20, "Нагорн.(Турней)", "1:20"
15.090909090909088, 56.335078534031425, 20, "Нагорн.(Турней)", "1:20"
20.04545454545454, 57.90575916230367, 20, "Нагорн.(Турней)", "1:20"
24.954545454545453, 60.104712041884824, 20, "Нагорн.(Турней)", "1:20"
0.9545454545454559, 46.51832460732985, 20, "Нагорн.(Башкир)", "1:20"
5.045454545454547, 49.10994764397907, 20, "Нагорн.(Башкир)", "1:20"
10.045454545454545, 51.15183246073299, 20, "Нагорн.(Башкир)", "1:20"
15.045454545454541, 52.87958115183247, 20, "Нагорн.(Башкир)", "1:20"
20.04545454545454, 54.92146596858639, 20, "Нагорн.(Башкир)", "1:20"
1.8491124260355054, 55.38218669963791, 15, "Хохряковское", "1:10"
9.92603550295858, 57.51192263534399, 15, "Хохряковское", "1:10"
14.940828402366865, 58.95478230151021, 15, "Хохряковское", "1:10"
19.911242603550292, 59.72577938708823, 15, "Хохряковское", "1:10"
24.97041420118343, 60.79572551443964, 15, "Хохряковское", "1:10"
5.044378698224854, 57.63688951691249, 15, "Усинское", "1:10"
9.970414201183432, 61.16885984279785, 15, "Усинское", "1:10"
14.985207100591715, 64.10425682239689, 15, "Усинское", "1:10"
20.0887573964497, 67.56248344078425, 15, "Усинское", "1:10"
24.926035502958573, 71.16863905325444, 15, "Усинское", "1:10"
5.710059171597635, 56.74467897200389, 15, "Правдинское", "1:10"
10.014792899408283, 58.70639406517708, 15, "Правдинское", "1:10"
14.985207100591715, 61.94007771791928, 15, "Правдинское", "1:10"
20.04437869822485, 64.65181489004681, 15, "Правдинское", "1:10"
24.926035502958573, 67.95968382937384, 15, "Правдинское", "1:10"
4.911242603550297, 53.75563013335689, 15, "Нагорн.(Турней)", "1:10"
10.014792899408283, 55.12430451293827, 15, "Нагорн.(Турней)", "1:10"
15.073964497041416, 56.49275810297625, 15, "Нагорн.(Турней)", "1:10"
20.13313609467455, 58.159719155700785, 15, "Нагорн.(Турней)", "1:10"
25.01479289940828, 59.30340899055021, 15, "Нагорн.(Турней)", "1:10"
4.95562130177515, 49.87525390797492, 15, "Нагорн.(Башкир)", "1:10"
9.92603550295858, 51.46714651594101, 15, "Нагорн.(Башкир)", "1:10"
15.073964497041416, 53.656937207453865, 15, "Нагорн.(Башкир)", "1:10"
19.911242603550292, 55.17354058111808, 15, "Нагорн.(Башкир)", "1:10"
24.926035502958573, 57.28804203832907, 15, "Нагорн.(Башкир)", "1:10"
1.4244186046511622, 49.236842105263165, 15, "Хохряковское", "1:20"
5.087209302325581, 51.21052631578948, 15, "Хохряковское", "1:20"
10.014534883720929, 53.026315789473685, 15, "Хохряковское", "1:20"
15.072674418604649, 54.76315789473684, 15, "Хохряковское", "1:20"
20, 57.131578947368425, 15, "Хохряковское", "1:20"
1.5988372093023253, 55.078947368421055, 15, "Усинское", "1:20"
6.918604651162791, 57.21052631578948, 15, "Усинское", "1:20"
10.05813953488372, 58.55263157894737, 15, "Усинское", "1:20"
14.941860465116278, 59.973684210526315, 15, "Усинское", "1:20"
20, 61.47368421052632, 15, "Усинское", "1:20"
1.1191860465116283, 50.10526315789474, 15, "Правдинское", "1:20"
5.087209302325581, 51.44736842105263, 15, "Правдинское", "1:20"
10.05813953488372, 52.86842105263158, 15, "Правдинское", "1:20"
15.029069767441861, 54.684210526315795, 15, "Правдинское", "1:20"
20, 55.86842105263158, 15, "Правдинское", "1:20"
4.956395348837209, 49.473684210526315, 15, "Нагорн.(Турней)", "1:20"
9.970930232558139, 50.65789473684211, 15, "Нагорн.(Турней)", "1:20"
14.98546511627907, 52.31578947368422, 15, "Нагорн.(Турней)", "1:20"
19.95639534883721, 54.131578947368425, 15, "Нагорн.(Турней)", "1:20"
24.927325581395348, 55.71052631578948, 15, "Нагорн.(Турней)", "1:20"
2.645348837209302, 45.05263157894737, 15, "Нагорн.(Башкир)", "1:20"
10.05813953488372, 48.44736842105263, 15, "Нагорн.(Башкир)", "1:20"
15.029069767441861, 50.026315789473685, 15, "Нагорн.(Башкир)", "1:20"
20.08720930232558, 52, 15, "Нагорн.(Башкир)", "1:20"
25.05813953488372, 53.973684210526315, 15, "Нагорн.(Башкир)", "1:20"

